学时,学分,课程名,上课教师,选课人数,上课班级,已排时间地点,课程容量,结课周次,结课星期,上课年级,上课专业,开课周次,开课星期,是否校公选课,课程号,课序号,开课单位,教师号,学校校区,校公选课类别,教室类型,选课课号,课程类别,调课结果,本研标志,课程性质,上课座位数
48,3,复变函数与数理方程,邓小英,,"05032304,05032305,13022301","4-15周 星期一 1-2节 文萃楼F402,4-15周 星期四 6-7节 文萃楼F402",90,15,星期四,2023级,"集成电路与电子类（徐特立英才班）, 电子信息工程（徐特立英才班）",4,1,否,100050220,02,集成电路与电子学院,6120104742,良乡校区,,,20242025110005022002,专业基础课程,,本科生,必修,121
48,3,复变函数与数理方程,董锡超,,"05022304,05022305,05022306","4-15周 星期一 1-2节 文萃楼F502,4-15周 星期三 1-2节 文萃楼F502",90,15,星期三,2023级,电子信息实验班,4,1,否,100050220,03,集成电路与电子学院,6120170023,良乡校区,,,20242025110005022003,专业基础课程,,本科生,必修,121
48,3,复变函数与数理方程,李元昊,,"05032301,05032302,05032303","4-15周 星期二 6-7节 文萃楼F502,4-15周 星期五 6-7节 文萃楼F502",90,15,星期五,2023级,电子信息工程（徐特立英才班）,4,2,否,100050220,04,集成电路与电子学院,6120210033,良乡校区,,,20242025110005022004,专业基础课程,,本科生,必修,121
48,3,复变函数与数理方程,乔婧思,,"13012301,13012302,13012303","4-15周 星期二 1-2节 文萃楼F504,4-15周 星期四 1-2节 文萃楼F504",90,15,星期四,2023级,集成电路与电子类,4,4,否,100050220,05,集成电路与电子学院,6120210315,良乡校区,,,20242025110005022005,公共基础课程,,本科生,必修,121
48,3,复变函数与数理方程,王彦华,,"05022307,05022308","4-15周 星期一 1-2节 文萃楼G223,4-15周 星期三 1-2节 文萃楼G223",60,15,星期三,2023级,电子信息实验班,4,1,否,100050220,06,集成电路与电子学院,6120140108,良乡校区,,,20242025110005022006,专业基础课程,,本科生,必修,80
48,3,复变函数与数理方程,张腾,,"13012304,13012305,13012306,13222301","4-15周 星期二 6-7节 理教楼310,4-15周 星期四 6-7节 理教楼310",79,15,星期四,2023级,"电子科学与技术（全英文）, 集成电路与电子类",4,2,否,100050220,07,集成电路与电子学院,6120180189,良乡校区,,,20242025110005022007,公共基础课程,,本科生,必修,98
64,4,电路分析基础,邓小英,,"02972301,06212302,06212303,09052201","4-15周 星期二 1-2节 文萃楼F402,4-15周 星期四 1-2节 文萃楼F402",105,15,星期四,2023级,"自动化（徐特立英才班）, 材料科学与工程（徐特立英才班）, 智能装备技术（徐特立英才班）",4,2,否,100051240,01,集成电路与电子学院,6120104742,良乡校区,,,20242025110005124001,大类基础,,本科生,必修,121
64,4,电路分析基础,"张峰,方芸",,09052201,9-10周 星期五 1-2节 工训楼502,5,10,星期五,2023级,材料科学与工程（徐特立英才班）,9,5,否,100051240,01S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,01S0120242025110005124001,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,"06212302,06212303",9-10周 星期五 3-5节 工训楼502,70,10,星期五,2023级,自动化（徐特立英才班）,9,5,否,100051240,01S02,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,01S0220242025110005124001,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,02972301,9-10周 星期五 1-2节 工训楼502,30,10,星期五,2023级,智能装备技术（徐特立英才班）,9,5,否,100051240,01S03,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,01S0320242025110005124001,大类基础,,本科生,必修,140
64,4,电路分析基础,高洪民,,"02192301,02962301,02982301,09022301,09022303","4-15周 星期三 6-7节 综教A204,4-15周 星期五 1-2节 综教A204",143,15,星期五,2023级,"材料类, 智能无人系统技术（强基班）, 智能机电系统（徐特立英才班）, 智能装备技术特色班",4,3,否,100051240,02,集成电路与电子学院,6120103939,良乡校区,,,20242025110005124002,大类基础,,本科生,必修,161
64,4,电路分析基础,"张峰,方芸",,"02192301,02962301",9-10周 星期三 3-5节 工训楼502,53,10,星期三,2023级,"智能无人系统技术（强基班）, 智能装备技术特色班",9,3,否,100051240,02S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,02S0120242025110005124002,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,"09022301,09022303",9-10周 星期一 3-5节 工训楼502,60,10,星期一,2023级,材料类,9,1,否,100051240,02S02,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,02S0220242025110005124002,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,02982301,9-10周 星期五 3-5节 工训楼502,30,10,星期五,2023级,智能机电系统（徐特立英才班）,9,5,否,100051240,02S03,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,02S0320242025110005124002,大类基础,,本科生,必修,140
64,4,电路分析基础,马远骁,,"06212301,09022302,2023级-未来精工技术 2023版培养方案模块B01班","4-15周 星期二 3-4节 文萃楼F504,4-15周 星期五 3-4节 文萃楼F504",95,15,星期五,2023级,"材料类, 自动化（徐特立英才班）, 未来精工技术",4,2,否,100051240,03,集成电路与电子学院,6120190218,良乡校区,,,20242025110005124003,大类基础,,本科生,必修,121
64,4,电路分析基础,"张峰,方芸",,"09022302,2023级-未来精工技术 2023版培养方案模块B01班",9-10周 星期四 3-5节 工训楼502,60,10,星期四,2023级,"材料类, 未来精工技术",9,4,否,100051240,03S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,03S0120242025110005124003,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,06212301,9-10周 星期四 1-2节 工训楼502,35,10,星期四,2023级,自动化（徐特立英才班）,9,4,否,100051240,03S02,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,03S0220242025110005124003,大类基础,,本科生,必修,140
64,4,电路分析基础,邵岩,,"09022304,09022305,09022306,09022307,09062301","4-15周 星期一 6-7节 文萃楼B139,4-15周 星期三 6-7节 文萃楼B139",110,15,星期三,2023级,"材料类, 物质科学与新材料班",4,1,否,100051240,04,集成电路与电子学院,6120230055,良乡校区,,,20242025110005124004,大类基础,,本科生,必修,146
64,4,电路分析基础,"张峰,方芸",,"09022304,09022305",9-10周 星期五 1-2节 工训楼502,60,10,星期五,2023级,材料类,9,5,否,100051240,04S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,04S0120242025110005124004,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,"09022306,09022307,09062301",9-10周 星期四 3-5节 工训楼502,50,10,星期四,2023级,"材料类, 物质科学与新材料班",9,4,否,100051240,04S02,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,04S0220242025110005124004,大类基础,,本科生,必修,140
64,4,电路分析基础,武旭,,"02082301,02082302,02082303,02082304","4-15周 星期一 1-2节 文萃楼B228,4-15周 星期四 6-7节 文萃楼B228",120,15,星期四,2023级,机电类,4,1,否,100051240,05,集成电路与电子学院,6120210056,良乡校区,,,20242025110005124005,大类基础,,本科生,必修,134
64,4,电路分析基础,"张峰,方芸",,"02082301,02082302",9-10周 星期一 6-7节 工训楼502,60,10,星期一,2023级,机电类,9,1,否,100051240,05S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,05S0120242025110005124005,大类基础,,本科生,必修,140
64,4,电路分析基础,"张峰,方芸",,"02082303,02082304",9-10周 星期三 1-2节 工训楼502,60,10,星期三,2023级,机电类,9,3,否,100051240,05S02,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,05S0220242025110005124005,大类基础,,本科生,必修,140
64,4,电工和电子技术AⅠ,"傅雄军,马玲",,"01012301,01012302,01012303,01012304,40012301","4-15周 星期三 6-7节 综教A404,4-15周 星期五 6-7节 综教A404",139,15,星期五,2023级,"航空航天类, 航空航天工程(中外合作办学)",4,3,否,100051241,01,集成电路与电子学院,"6120103981,6120150026",良乡校区,,,20242025110005124101,大类基础,,本科生,必修,161
64,4,电工和电子技术AⅠ,高玄怡,,01012301,8-15周 星期一 1-2节 工训楼602,30,15,星期一,2023级,航空航天类,8,1,否,100051241,01S01,集成电路与电子学院,6120100720,良乡校区,,,01S0120242025110005124101,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,高玄怡,,01012302,8-15周 星期二 1-2节 工训楼602,30,15,星期二,2023级,航空航天类,8,2,否,100051241,01S02,集成电路与电子学院,6120100720,良乡校区,,,01S0220242025110005124101,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,马玲,,01012303,8-15周 星期三 1-2节 工训楼602,30,15,星期三,2023级,航空航天类,8,3,否,100051241,01S03,集成电路与电子学院,6120150026,良乡校区,,,01S0320242025110005124101,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,况丹,,"01012304,40012301",8-15周 星期五 1-2节 工训楼602,48,15,星期五,2023级,"航空航天类, 航空航天工程(中外合作办学)",8,5,否,100051241,01S04,集成电路与电子学院,6120230096,良乡校区,,,01S0420242025110005124101,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,王勇,,"01012305,01052301,01332301,2023级-未来精工技术 2023版培养方案课程模块A01班","4-15周 星期三 1-2节 文萃楼F304,4-15周 星期五 3-4节 文萃楼F304",94,15,星期五,2023级,"航空航天类, 未来精工技术, 工程力学（强基班）, 工程科学实验班（徐特立英才班）",4,3,否,100051241,02,集成电路与电子学院,6120102958,良乡校区,,,20242025110005124102,专业基础课程,,本科生,必修,121
64,4,电工和电子技术AⅠ,马玲,,"01012305,2023级-未来精工技术 2023版培养方案课程模块A01班",8-15周 星期五 8-9节 工训楼602,34,15,星期五,2023级,"航空航天类, 未来精工技术",8,5,否,100051241,02S01,集成电路与电子学院,6120150026,良乡校区,,,02S0120242025110005124102,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,杨惠霞,,01052301,8-15周 星期四 1-2节 工训楼602,30,15,星期四,2023级,工程科学实验班（徐特立英才班）,8,4,否,100051241,02S02,集成电路与电子学院,6120200115,良乡校区,,,02S0220242025110005124102,专业基础课程,,本科生,必修,40
64,4,电工和电子技术AⅠ,高玄怡,,01332301,8-15周 星期一 6-7节 工训楼602,30,15,星期一,2023级,工程力学（强基班）,8,1,否,100051241,02S03,集成电路与电子学院,6120100720,良乡校区,,,02S0320242025110005124102,专业基础课程,,本科生,必修,40
64,4,电工和电子技术AⅠ,化麒麟,,"41012301,41012302,41022301,41032301","4-15周 星期一 6-7节 文萃楼I304,4-15周 星期五 1-2节 文萃楼I304",88,15,星期五,2023级,"生物医学工程（徐特立英才班）, 生物医学工程（医工融合）, 生物医学工程",4,1,否,100051241,03,集成电路与电子学院,6120230010,良乡校区,,,20242025110005124103,大类基础,,本科生,必修,100
64,4,电工和电子技术AⅠ,高玄怡,,"41012301,41032301",8-15周 星期一 3-4节 工训楼602,40,15,星期一,2023级,"生物医学工程（徐特立英才班）, 生物医学工程",8,1,否,100051241,03S01,集成电路与电子学院,6120100720,良乡校区,,,03S0120242025110005124103,大类基础,,本科生,必修,40
64,4,电工和电子技术AⅠ,马玲,,"41012302,41022301",8-15周 星期二 6-7节 工训楼602,48,15,星期二,2023级,"生物医学工程（医工融合）, 生物医学工程",8,2,否,100051241,03S02,集成电路与电子学院,6120150026,良乡校区,,,03S0220242025110005124103,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,杜娟,,"03112301,03112302,03112303,03142301","4-13周 星期一 1-2节 文萃楼F602,4-13周 星期三 1-2节 文萃楼F602",89,13,星期三,2023级,"车辆工程, 车辆工程（留学生）",4,1,否,100051243,01,集成电路与电子学院,6120104078,良乡校区,,,20242025110005124301,大类基础,,本科生,必修,121
56,3.5,电工和电子技术BⅠ,况丹,,03112301,8-15周 星期五 6-7节 工训楼602,28,15,星期五,2023级,车辆工程,8,5,否,100051243,01S01,集成电路与电子学院,6120230096,良乡校区,,,01S0120242025110005124301,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,况丹,,03112302,8-15周 星期五 6-7节 工训楼602,28,15,星期五,2023级,车辆工程,8,5,否,100051243,01S02,集成电路与电子学院,6120230096,良乡校区,,,01S0220242025110005124301,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,马玲,,"03112303,03142301",8-15周 星期三 8-9节 工训楼602,33,15,星期三,2023级,"车辆工程, 车辆工程（留学生）",8,3,否,100051243,01S03,集成电路与电子学院,6120150026,良乡校区,,,01S0320242025110005124301,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,郭德淳,,"03082301,03112304,03112305","4-13周 星期一 1-2节 理教楼409,4-13周 星期五 1-2节 理教楼409",73,13,星期五,2023级,"车辆工程, 智能制造与智能车辆（徐特立英才班）",4,1,否,100051243,02,集成电路与电子学院,6120103297,良乡校区,,,20242025110005124302,大类基础,,本科生,必修,98
56,3.5,电工和电子技术BⅠ,高玄怡,,03082301,8-15周 星期二 1-2节 工训楼602,30,15,星期二,2023级,智能制造与智能车辆（徐特立英才班）,8,2,否,100051243,02S01,集成电路与电子学院,6120100720,良乡校区,,,02S0120242025110005124302,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,高玄怡,,"03112304,03112305",8-15周 星期一 8-9节 工训楼602,43,15,星期一,2023级,车辆工程,8,1,否,100051243,02S02,集成电路与电子学院,6120100720,良乡校区,,,02S0220242025110005124302,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,韩航程,,"03102301,03222301,03222302,03222303,03232301,40032301","4-13周 星期二 6-7节 文萃楼B228,4-13周 星期五 1-2节 文萃楼B228",127,13,星期五,2023级,"能源与动力工程, 能源与动力工程（中外合作办学）, 智能动力与新能源班, 能源与动力工程-工商管理",4,5,否,100051243,03,集成电路与电子学院,6120120102,良乡校区,,,20242025110005124303,大类基础,,本科生,必修,134
56,3.5,电工和电子技术BⅠ,杨惠霞,,"03102301,03222301",8-15周 星期四 6-7节 工训楼602,44,15,星期四,2023级,"能源与动力工程, 智能动力与新能源班",8,4,否,100051243,03S01,集成电路与电子学院,6120200115,良乡校区,,,03S0120242025110005124303,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,况丹,,"03222302,40032301",8-15周 星期五 3-4节 工训楼602,42,15,星期五,2023级,"能源与动力工程, 能源与动力工程（中外合作办学）",8,5,否,100051243,03S02,集成电路与电子学院,6120230096,良乡校区,,,03S0220242025110005124303,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,杨惠霞,,"03222303,03232301",8-15周 星期四 3-4节 工训楼602,38,15,星期四,2023级,"能源与动力工程, 能源与动力工程-工商管理",8,4,否,100051243,03S03,集成电路与电子学院,6120200115,良乡校区,,,03S0320242025110005124303,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,齐春东,,"03132301,03132302,03612301","4-13周 星期一 1-2节 文萃楼F604,4-13周 星期三 1-2节 文萃楼F604",90,13,星期三,2023级,"装甲车辆工程, 智能制造工程",4,1,否,100051243,04,集成电路与电子学院,6120102932,良乡校区,,,20242025110005124304,大类基础,,本科生,必修,121
56,3.5,电工和电子技术BⅠ,马玲,,03132301,8-15周 星期三 3-4节 工训楼602,30,15,星期三,2023级,装甲车辆工程,8,3,否,100051243,04S01,集成电路与电子学院,6120150026,良乡校区,,,04S0120242025110005124304,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,马玲,,03132302,8-15周 星期五 8-9节 工训楼602,30,15,星期五,2023级,装甲车辆工程,8,5,否,100051243,04S02,集成电路与电子学院,6120150026,良乡校区,,,04S0220242025110005124304,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,高玄怡,,03612301,8-15周 星期二 3-4节 工训楼602,30,15,星期二,2023级,智能制造工程,8,2,否,100051243,04S03,集成电路与电子学院,6120100720,良乡校区,,,04S0320242025110005124304,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,王文华,,"03322301,03322302,03322303,03322304,03332301","4-13周 星期二 1-2节 文萃楼F102,4-13周 星期四 1-2节 文萃楼F102",105,13,星期四,2023级,"机械工程, 机械工程（留学生）",4,2,否,100051243,05,集成电路与电子学院,6120103165,良乡校区,,,20242025110005124305,大类基础,,本科生,必修,121
56,3.5,电工和电子技术BⅠ,马玲,,"03322301,03322302",8-15周 星期二 8-9节 工训楼602,50,15,星期二,2023级,机械工程,8,2,否,100051243,05S01,集成电路与电子学院,6120150026,良乡校区,,,05S0120242025110005124305,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,马玲,,03322303,8-15周 星期三 3-4节 工训楼602,25,15,星期三,2023级,机械工程,8,3,否,100051243,05S02,集成电路与电子学院,6120150026,良乡校区,,,05S0220242025110005124305,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,杨惠霞,,"03322304,03332301",8-15周 星期四 8-9节 工训楼602,30,15,星期四,2023级,"机械工程, 机械工程（留学生）",8,4,否,100051243,05S03,集成电路与电子学院,6120200115,良乡校区,,,05S0320242025110005124305,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,周建明,,"03512301,03512302,03522301","4-13周 星期二 1-2节 文萃楼B224,4-13周 星期四 1-2节 文萃楼B224",65,13,星期四,2023级,"工业工程, 工业工程（留学生）",4,2,否,100051243,06,集成电路与电子学院,6120103738,良乡校区,,,20242025110005124306,大类基础,,本科生,必修,80
56,3.5,电工和电子技术BⅠ,马玲,,03512301,8-15周 星期三 1-2节 工训楼602,30,15,星期三,2023级,工业工程,8,3,否,100051243,06S01,集成电路与电子学院,6120150026,良乡校区,,,06S0120242025110005124306,大类基础,,本科生,必修,40
56,3.5,电工和电子技术BⅠ,高玄怡,,"03512302,03522301",8-15周 星期一 1-2节 工训楼602,35,15,星期一,2023级,"工业工程, 工业工程（留学生）",8,1,否,100051243,06S02,集成电路与电子学院,6120100720,良乡校区,,,06S0220242025110005124306,大类基础,,本科生,必修,40
96,3,电路与电子线路课程设计,"吴莹莹,马越,王瑾",,"05022201,05022202,05022203,05022204,05022205,05022206,05022207,05022208,05032201,05032202,05032203,05032204,05032205,13022201,13112201,13112202,13112203,13212201,13212202,13212203,13222201","19-21周 星期一 3-10节 理教楼204,19-21周 星期二 3-10节 理教楼204,19-21周 星期三 3-10节 理教楼204,19-21周 星期四 3-10节 理教楼204",150,21,星期四,2022级,"电子科学与技术（全英文）, 微电子科学与工程, 电子科学与技术, 集成电路与电子类（徐特立英才班）, 电子信息工程（徐特立英才班）, 电子信息实验班",19,1,否,100051398,01,集成电路与电子学院,"6120103434,6120170106,7420200072",良乡校区,,,20242025110005139801,专业基础课程,,本科生,限选,321
96,3,信号与信息处理课程设计,"范哲意,周治国,林艳飞,周学华,朱艺璇",,"05022201,05022202,05022203,05022204,05022205,05022206,05022207,05022208,05032201,05032202,05032203,05032204,05032205,13022201,13112201,13112202,13112203,13212201,13212202,13212203,13222201","19-21周 星期一 3-10节 文萃楼M125,19-21周 星期二 3-10节 文萃楼M125,19-21周 星期三 3-10节 文萃楼M125,19-21周 星期四 3-10节 文萃楼M125",100,21,星期四,2022级,"电子科学与技术（全英文）, 微电子科学与工程, 电子科学与技术, 集成电路与电子类（徐特立英才班）, 电子信息工程（徐特立英才班）, 电子信息实验班",19,4,否,100052379,01,集成电路与电子学院,"6120103631,6120103808,6120160022,7420190186,7420220003",良乡校区,,,20242025110005237901,专业基础课程,,本科生,限选,134
96,3,电磁场与微波课程设计,"孙厚军,胡冰,陈宁,李斌,林峰,卢宏达,张乡夫",,"05022201,05022202,05022203,05022204,05022205,05022206,05022207,05022208,05032201,05032202,05032203,05032204,05032205,13022201,13112201,13112202,13112203,13212201,13212202,13212203,13222201","19-21周 星期一 3-10节 文萃楼M134,19-21周 星期二 3-10节 文萃楼M134,19-21周 星期三 3-10节 文萃楼M134,19-21周 星期四 3-10节 文萃楼M134",40,21,星期四,2022级,"电子科学与技术（全英文）, 微电子科学与工程, 电子科学与技术, 集成电路与电子类（徐特立英才班）, 电子信息工程（徐特立英才班）, 电子信息实验班",19,1,否,100054376,01,集成电路与电子学院,"6120103175,6120103253,6120103508,6120104467,6120160009,6120200098,7420171166",良乡校区,,,20242025110005437601,专业基础课程,,本科生,限选,149
32,2,数字通信系统,蒋荣堃,,"13212201,13212202,13212203",1-16周 星期三 1-2节 文萃楼I204,47,16,星期三,2022级,电子科学与技术,1,3,否,100056405,01,集成电路与电子学院,6120230059,良乡校区,,,20242025110005640501,专业课,,本科生,选修,100
32,2,微电子工艺,丁英涛,,"13112201,13112202,13112203","4-11周 星期二 6-7节 文萃楼M135,4-11周 星期四 6-7节 文萃楼M135",75,11,星期四,2022级,微电子科学与工程,4,2,否,100056412,01,集成电路与电子学院,6120104170,良乡校区,,,20242025110005641201,专业课,,本科生,必修,160
96,3,EECS实习,高洪民,,"13012301,13012302,13012303,13012304,13012305,13012306,13022301,13222301","1-3周 星期一 3-10节 理教楼203,1-3周 星期二 3-10节 理教楼203,1-3周 星期三 3-10节 理教楼203,1-3周 星期四 3-10节 理教楼203,1-3周 星期五 3-10节 理教楼203",199,3,星期五,2023级,"电子科学与技术（全英文）, 集成电路与电子类（徐特立英才班）, 集成电路与电子类",1,1,否,100130001,01,集成电路与电子学院,6120103939,良乡校区,,,20242025110013000101,实践环节,,本科生,必修,280
48,3,电路分析基础,张钰,,"13012301,13012302,13012303,13012304,13012305,13012306","4-11周 星期一 1-2节 综教B204,4-11周 星期三 1-2节 综教B204",75,11,星期三,2023级,集成电路与电子类,4,1,否,100130004,01,集成电路与电子学院,6120210015,良乡校区,,,20242025110013000401,专业课,,本科生,限选,93
48,3,电路分析基础,"张峰,方芸",,"13012303,13012304,13012306,13012301,13012302,13012305",9-10周 星期五 6-7节 工训楼502,104,10,星期五,2023级,集成电路与电子类,9,5,否,100130004,01S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,01S0120242025110013000401,专业课,,本科生,限选,140
48,3,高级数字信号处理,田黎育,,"13212201,13212202,13212203",1-16周 星期三 3-5节 文萃楼I501,25,16,星期三,2022级,电子科学与技术,1,3,否,100130007,01,集成电路与电子学院,6120103517,良乡校区,,,20242025110013000701,专业课,,本科生,限选,74
32,1,集成电路设计实践,张蕾,,"13112201,13112202,13112203",4-11周 星期四 2-5节 文萃楼M135,75,11,星期四,2022级,微电子科学与工程,4,4,否,100130012,01,集成电路与电子学院,6120104809,良乡校区,,,20242025110013001201,专业课,,本科生,必修,160
32,2,空-时无线信道,马建军,,"13212201,13212202,13212203","1-8周 星期二 8-9节 文萃楼I304,1-8周 星期四 1-2节 文萃楼I304",47,8,星期四,2022级,电子科学与技术,1,2,否,100130013,01,集成电路与电子学院,6120190050,良乡校区,,,20242025110013001301,专业课,,本科生,选修,100
48,3,模拟电路基础,马志峰,,"13012301,13012302,13012303,13012304,13012305,13012306","12-19周 星期一 1-2节 文萃楼F202,12-19周 星期三 1-2节 文萃楼F202",90,19,星期三,2023级,集成电路与电子类,12,1,否,100130015,01,集成电路与电子学院,6120104148,良乡校区,,,20242025110013001501,专业课,,本科生,限选,119
48,3,数字信号处理与通信,王卫江,,"13112201,13112202,13112203",1-16周 星期二 3-5节 文萃楼H130,75,16,星期二,2022级,微电子科学与工程,1,2,否,100130017,01,集成电路与电子学院,6120103891,良乡校区,,,20242025110013001701,专业课,,本科生,必修,148
32,2,太赫兹科学与技术应用,孙厚军,,13022101,4-14周 星期五 3-5节 研楼509,14,14,星期五,2021级,集成电路与电子类（徐特立英才班）,4,5,否,100130019,01,集成电路与电子学院,6120103175,良乡校区,,,20242025110013001901,专业课,,本科生,限选,72
32,2,微电子器件原理与模拟,王兴华,,"13112201,13112202","1-8周 星期一 6-7节 文萃楼I404,1-8周 星期三 6-7节 文萃楼I404",59,8,星期三,2022级,微电子科学与工程,1,1,否,100130022,01,集成电路与电子学院,6120120147,良乡校区,,,20242025110013002201,专业课,,本科生,必修,100
32,2,微电子器件原理与模拟,李潇然,,13112203,"1-8周 星期一 6-7节 文萃楼I602,1-8周 星期三 6-7节 文萃楼I602",16,8,星期三,2022级,微电子科学与工程,1,1,否,100130022,02,集成电路与电子学院,6120200182,良乡校区,,,20242025110013002202,专业课,,本科生,必修,100
32,2,通信感知仿真设计与实现,"冯立辉,卢继华,韩航程",,"13212201,13212202,13212203","1-8周 星期二 1-2节 综教B304,1-8周 星期四 8-9节 综教B304",49,8,星期四,2022级,电子科学与技术,1,2,否,100130032,01,集成电路与电子学院,"6120103511,6120103516,6120120102",良乡校区,,,20242025110013003201,专业课,,本科生,选修,93
32,2,FPGA与SOPC设计基础,"马志峰,王永庆",,"13212201,13212202,13212203",1-6周 星期一 3-5节 理教楼210,30,6,星期一,2022级,电子科学与技术,1,1,否,100130033,01,集成电路与电子学院,"6120104148,6120104605",良乡校区,,,20242025110013003301,专业课,,本科生,选修,98
32,2,FPGA与SOPC设计基础,"马志峰,王永庆",,"13212201,13212202,13212203",7-11周 星期一 3-5节,30,11,星期一,2022级,电子科学与技术,7,1,否,100130033,01S01,集成电路与电子学院,"6120104148,6120104605",良乡校区,,,01S0120242025110013003301,专业课,,本科生,选修,0
32,2,电工电子系统设计,"马玲,况丹",,01712201,4-7周 星期一 3-5节 综教B406,30,7,星期一,2022级,探测制导与控制技术（01）,4,1,否,100130035,01,集成电路与电子学院,"6120150026,6120230096",良乡校区,,,20242025110013003501,公共基础课程,,本科生,必修,60
96,3,专业实习,高洪民,,"13022101,13112101,13112102,13212101,13212102,13222101","1-3周 星期一 1-10节 8号楼3003,1-3周 星期二 1-10节 8号楼3003,1-3周 星期三 1-10节 8号楼3003,1-3周 星期四 1-10节 8号楼3003,1-3周 星期五 1-10节 8号楼3003",36,3,星期五,2021级,"电子科学与技术（全英文）, 微电子科学与工程, 电子科学与技术, 集成电路与电子类（徐特立英才班）",1,1,否,100139998,02,集成电路与电子学院,6120103939,良乡校区,,,20242025110013999802,实践环节,,本科生,必修,160
96,3,专业实习,朱艺璇,,"13022101,13112101,13112102,13212101,13212102,13222101","1-3周 星期一 1-10节 8号楼2007,1-3周 星期二 1-10节 8号楼2007,1-3周 星期三 1-10节 8号楼2007,1-3周 星期四 1-10节 8号楼2007,1-3周 星期五 1-10节 8号楼2007",50,3,星期五,2021级,"电子科学与技术（全英文）, 微电子科学与工程, 电子科学与技术, 集成电路与电子类（徐特立英才班）",1,1,否,100139998,03,集成电路与电子学院,7420220003,良乡校区,,,20242025110013999803,实践环节,,本科生,必修,160
96,6,电路与模拟电子学（全英文）,"王业亮,刘立巍",,13222301,"4-14周 星期一 3-5节 文萃楼B233,4-14周 星期三 3-5节 文萃楼B233",25,14,星期三,2023级,电子科学与技术（全英文）,4,1,否,101051220,01,集成电路与电子学院,"6120180096,6120180140",良乡校区,,,20242025110105122001,专业基础课程,,本科生,必修,41
96,6,电路与模拟电子学（全英文）,"张峰,方芸",,13222301,8-10周 星期三 6-7节 工训楼502,104,10,星期三,2023级,电子科学与技术（全英文）,8,3,否,101051220,01S01,集成电路与电子学院,"6120103236,6120103378",良乡校区,,,01S0120242025110105122001,专业基础课程,,本科生,必修,140
56,3.5,电工和电子技术Ⅰ（全英文）,王勇,,"03912301,03922301,86122301","4-13周 星期二 1-2节 文萃楼F304,4-13周 星期五 1-2节 文萃楼F304",33,13,星期五,2023级,"机械工程（留学生全英文）, 机械工程（全英文教学专业）, 航空航天工程（留学生全英文）",4,2,否,101051245,01,集成电路与电子学院,6120102958,良乡校区,,,20242025110105124501,大类基础,,本科生,必修,121
56,3.5,电工和电子技术Ⅰ（全英文）,马玲,,"03912301,03922301,86122301",8-15周 星期三 8-9节 工训楼602,50,15,星期三,2023级,"机械工程（留学生全英文）, 机械工程（全英文教学专业）, 航空航天工程（留学生全英文）",8,3,否,101051245,01S01,集成电路与电子学院,6120150026,良乡校区,,,01S0120242025110105124501,大类基础,,本科生,必修,40
