学时,学分,课程名,上课教师,选课人数,上课班级,已排时间地点,课程容量,结课周次,结课星期,上课年级,上课专业,开课周次,开课星期,是否校公选课,课程号,课序号,开课单位,教师号,学校校区,校公选课类别,教室类型,选课课号,课程类别,调课结果,本研标志,课程性质,上课座位数
16,1,自动化学科前沿与进展,张婷,,"06112204,06112205",,53,,,2022级,自动化,,,否,100063209,04,自动化学院,6120104035,良乡校区,,,20242025110006320904,专业基础课程,,本科生,必修,0
16,1,自动化学科前沿与进展,马中静,,06912201,,27,,,2022级,自动化（全英文教学专业）,,,否,100063209,05,自动化学院,6120104842,良乡校区,,,20242025110006320905,专业基础课程,,本科生,必修,0
16,1,自动化学科前沿与进展,岳裕丰,,06312201,,29,,,2022级,机器人工程,,,否,100063209,06,自动化学院,6120200205,良乡校区,,,20242025110006320906,专业基础课程,,本科生,必修,0
16,1,自动化学科前沿与进展,孙健,,06212201,,36,,,2022级,自动化（徐特立英才班）,,,否,100063209,07,自动化学院,6120104761,良乡校区,,,20242025110006320907,专业基础课程,,本科生,必修,0
16,1,自动化学科前沿与进展,高聪哲,,06212202,,36,,,2022级,自动化（徐特立英才班）,,,否,100063209,08,自动化学院,6120120128,良乡校区,,,20242025110006320908,专业基础课程,,本科生,必修,0
16,1,自动化学科前沿与进展,陈振,,"06212203,2022级-未来精工技术-自主智能导航控制与决策方向01班",,51,,,2022级,"自动化（徐特立英才班）, 未来精工技术",,,否,100063209,09,自动化学院,6120104644,良乡校区,,,20242025110006320909,专业基础课程,,本科生,选修,0
16,1,自动化学科前沿与进展,沙德尚,,06712401,,30,,,2024级,自动化（二学位）,,,否,100063209,10,自动化学院,6120104489,良乡校区,,,20242025110006320910,专业基础课程,,本科生,必修,0
32,1,工程创新设计I,彭熙伟,,06722201,,30,,,2022级,电气工程及其自动化（卓越班）,,,否,100063212,01,自动化学院,6120100193,良乡校区,,,20242025110006321201,专业基础课程,,本科生,必修,0
32,1,工程创新设计I,郭玉洁,,06722202,,23,,,2022级,电气工程及其自动化（卓越班）,,,否,100063212,02,自动化学院,6120103388,良乡校区,,,20242025110006321202,专业基础课程,,本科生,必修,0
32,1,电机综合实验,"张婷,孙健,吴美杰,刘瑞静",,"06212201,06212202,06212203,06312201",,137,,,2022级,"自动化（徐特立英才班）, 机器人工程",,,否,100063237,01,自动化学院,"6120104035,6120104761,7420151045,7420161084",良乡校区,,,20242025110006323701,实践环节,,本科生,必修,0
32,1,电机综合实验,"郝轶宁,张婷,吴美杰,刘瑞静",,"06112201,06112202,06112203,06112204,06112205,06712401",,190,,,"2022级, 2024级","自动化, 自动化（二学位）",,,否,100063237,02,自动化学院,"6120103695,6120104035,7420151045,7420161084",良乡校区,,,20242025110006323702,实践环节,,本科生,必修,0
32,1,电力电子综合实验,"张婷,孙健",,06312201,,29,,,2022级,机器人工程,,,否,100063238,01,自动化学院,"6120104035,6120104761",良乡校区,,,20242025110006323801,实践环节,,本科生,必修,0
32,1,电力电子综合实验,"张婷,吴美杰,刘瑞静",,"06112201,06112202,06112203,06112204,06112205,06212201,06212202,06212203,06712401",,298,,,"2022级, 2024级","自动化, 自动化（徐特立英才班）, 自动化（二学位）",,,否,100063238,02,自动化学院,"6120104035,7420151045,7420161084",良乡校区,,,20242025110006323802,实践环节,,本科生,必修,0
32,1,基于FPGA的数字逻辑课程设计,费庆,,"06722201,06722202",,53,,,2022级,电气工程及其自动化（卓越班）,,,否,100063242,01,自动化学院,6120102998,良乡校区,,,20242025110006324201,实践环节,,本科生,必修,0
64,2,数据结构与C++程序设计,由育阳,,"06112301,06112302,06112303,06112304,06112305,06212301,06212302,06212303,06312301,06722301,06722302,40022301","1-2周 星期一 1-10节 理教楼202,1-2周 星期二 1-10节 理教楼202,1-2周 星期三 1-10节 理教楼202,1-2周 星期四 1-10节 理教楼202,1-2周 星期五 1-10节 理教楼202",344,2,星期五,2023级,"自动化, 电气工程及其自动化（卓越班）, 自动化（徐特立英才班）, 自动化(中外合作办学), 机器人工程",1,1,否,100063245,01,自动化学院,6120130153,良乡校区,,,20242025110006324501,专业基础课程,,本科生,必修,280
32,1,单片机课程设计,"郭玉洁,郑戍华",,"06112201,06112202,06112203,06112204,06112205,06212201,06212202,06212203,06312201,06712401,40022201",,344,,,"2022级, 2024级","自动化, 自动化（徐特立英才班）, 自动化(中外合作办学), 机器人工程, 自动化（二学位）",,,否,100063251,01,自动化学院,"6120103388,6120103607",良乡校区,,,20242025110006325101,实践环节,,本科生,必修,0
32,1,自动控制理论研究型实验,"李怡然,吴楚格",,"06212201,06212202,06212203",,108,,,2022级,自动化（徐特立英才班）,,,否,100063253,01,自动化学院,"6120170058,6120210115",良乡校区,,,20242025110006325301,专业课,,本科生,必修,0
32,1,机器人创能训练与竞赛实践II,刘伟,,06312201,,29,,,2022级,机器人工程,,,否,100063254,01,自动化学院,6120103748,良乡校区,,,20242025110006325401,专业课,,本科生,必修,0
32,2,数据结构与算法设计（英文）,崔灵果,,06912301,"11-18周 星期二 3-4节 综教A403,11-18周 星期四 6-7节 综教A403",25,18,星期四,2023级,自动化（全英文教学专业）,11,2,否,101062103,01,自动化学院,6120100192,良乡校区,,,20242025110106210301,专业基础课程,,本科生,必修,182
56,3.5,模拟电子技术基础A （英文）,胡浩平,,"02912301,02942301,06912301","4-12周 星期三 3-5节 综教B103,4-12周 星期五 3-5节 综教B103,13周 星期三 3-5节 综教B103",53,13,星期三,2023级,"机械电子工程（全英文教学专业）, 自动化（全英文教学专业）, 机械电子工程（留学生全英文）",4,3,否,101062104,01,自动化学院,6120102953,良乡校区,,,20242025110106210401,专业课,,本科生,必修,70
48,3,信号分析与处理（英文）,马立玲,,06912301,"4-15周 星期一 6-7节 综教B302,4-15周 星期五 9-10节 综教B302",25,15,星期五,2023级,自动化（全英文教学专业）,4,1,否,101062106,01,自动化学院,6120103509,良乡校区,,,20242025110106210601,专业基础课程,,本科生,必修,90
32,2,复变函数与积分变换（英文）,闫莉萍,,06912301,"4-11周 星期二 6-7节 理教楼209,4-11周 星期五 6-7节 理教楼209",25,11,星期五,2023级,自动化（全英文教学专业）,4,2,否,101062121,01,自动化学院,6120104707,良乡校区,,,20242025110106212101,专业基础课程,,本科生,必修,98
32,2,C++程序设计（英文）,崔灵果,,06912301,"4-9周 星期二 3-5节 综教A403,4-9周 星期四 6-7节 综教A403,10周 星期二 3-5节 综教A403",25,10,星期二,2023级,自动化（全英文教学专业）,4,4,否,101062205,01,自动化学院,6120100192,良乡校区,,,20242025110106220501,专业基础课程,,本科生,必修,182
24,0.75,模拟电子技术基础实验A （英文）,胡浩平,,"02912301,02942301,06912301",,53,,,2023级,"机械电子工程（全英文教学专业）, 自动化（全英文教学专业）, 机械电子工程（留学生全英文）",,,否,101062222,01,自动化学院,6120102953,良乡校区,,,20242025110106222201,专业基础课程,,本科生,必修,0
80,5,数字逻辑与CPU（英文）,"柴森春,柴润祺",,"02912201,02942201,06912201","5-9周 星期一 8-10节 文萃楼I202,5-9周 星期四 8-10节 文萃楼I202,10-15周 星期一 8-10节 文萃楼I202,10-15周 星期四 8-10节 文萃楼I202",54,15,星期四,2022级,"机械电子工程（全英文教学专业）, 自动化（全英文教学专业）, 机械电子工程（留学生全英文）",5,4,否,101063107,01,自动化学院,"6120104847,6120220023",良乡校区,,,20242025110106310701,专业基础课程,,本科生,必修,100
48,3,电力电子技术（英文）,沙德尚,,06912201,"4-10周 星期二 3-5节 理教楼108,4-10周 星期四 3-5节 理教楼108",27,10,星期四,2022级,自动化（全英文教学专业）,4,2,否,101063109,01,自动化学院,6120104489,良乡校区,,,20242025110106310901,专业基础课程,,本科生,必修,98
48,3,电力系统分析（英文）,马中静,,06912201,"12-19周 星期二 3-5节 理教楼108,12-19周 星期四 3-5节 理教楼108",27,19,星期四,2022级,自动化（全英文教学专业）,12,2,否,101063110,01,自动化学院,6120104842,良乡校区,,,20242025110106311001,专业课,,本科生,必修,98
48,3,自动控制理论Ⅱ（英文）,宋卓越,,06912201,"4-11周 星期二 8-10节 综教B405,4-11周 星期五 8-10节 综教B405",27,11,星期五,2022级,自动化（全英文教学专业）,4,2,否,101063111,01,自动化学院,6120120001,良乡校区,,,20242025110106311101,专业基础课程,,本科生,必修,60
48,3,自动控制理论II(双语),路平立,,"06112201,06112205","4-11周 星期一 3-5节 综教B201,4-11周 星期四 3-5节 综教B201",54,11,星期四,2022级,自动化,4,1,否,102063139,01,自动化学院,6120104572,良乡校区,,,20242025110206313901,专业基础课程,,本科生,必修,93
48,3,自动控制理论II(双语),许向阳,,"06112203,06112204,06712401","4-11周 星期一 3-5节 综教B402,4-11周 星期四 3-5节 综教B402",101,11,星期四,"2022级, 2024级","自动化, 自动化（二学位）",4,4,否,102063139,02,自动化学院,6120103715,良乡校区,,,20242025110206313902,专业基础课程,,本科生,必修,108
48,3,自动控制理论II(双语),刘世岳,,"06112202,06312201","4-11周 星期一 3-5节 综教B202,4-11周 星期四 3-5节 综教B202",64,11,星期四,2022级,"自动化, 机器人工程",4,1,否,102063139,03,自动化学院,6120104028,良乡校区,,,20242025110206313903,专业基础课程,,本科生,必修,93
48,3,自动控制理论II(双语),曾祥远,,06722201,"4-11周 星期二 8-10节 文萃楼I702,4-11周 星期五 3-5节 文萃楼I702",30,11,星期五,2022级,电气工程及其自动化（卓越班）,4,2,否,102063139,04,自动化学院,6120150115,良乡校区,,,20242025110206313904,专业基础课程,,本科生,必修,100
48,3,自动控制理论II(双语),余远金,,06722202,"4-11周 星期二 8-10节 文萃楼I504,4-11周 星期五 3-5节 文萃楼I504",23,11,星期五,2022级,电气工程及其自动化（卓越班）,4,2,否,102063139,05,自动化学院,6120190230,良乡校区,,,20242025110206313905,专业基础课程,,本科生,必修,100
32,2,软件工程导论  (研究型),高琪,,06112201,"4-10周,12-15周 星期一 8-10节 文萃楼B222",37,15,星期一,2022级,自动化,4,1,否,103063112,01,自动化学院,6120100100,良乡校区,,,20242025110306311201,专业基础课程,,本科生,必修,47
32,2,软件工程导论  (研究型),高琪,,06112202,"4-10周,12-15周 星期四 8-10节 文萃楼B222",35,15,星期四,2022级,自动化,4,4,否,103063112,02,自动化学院,6120100100,良乡校区,,,20242025110306311202,专业基础课程,,本科生,必修,47
32,2,软件工程导论  (研究型),高琪,,06112203,"4-10周,12-15周 星期一 11-13节 文萃楼B222",35,15,星期一,2022级,自动化,4,1,否,103063112,03,自动化学院,6120100100,良乡校区,,,20242025110306311203,专业基础课程,,本科生,必修,47
32,2,软件工程导论  (研究型),高琪,,"06112204,06112205,06712401","4-10周,12-15周 星期四 11-13节",83,15,星期四,"2022级, 2024级","自动化, 自动化（二学位）",4,4,否,103063112,04,自动化学院,6120100100,良乡校区,,,20242025110306311204,专业基础课程,,本科生,必修,0
64,2,产品设计实践,杨毅,,06322301,,30,,,2023级,机器人工程（李泽湘双创特色班）,,,否,105062201,01,自动化学院,6120104779,良乡校区,,,20242025110506220101,专业基础课程,,本科生,必修,0
64,2,定量工程分析,宋文杰,,06322301,,30,,,2023级,机器人工程（李泽湘双创特色班）,,,否,105062202,01,自动化学院,6120190027,良乡校区,,,20242025110506220201,专业基础课程,,本科生,必修,0
48,3,控制科学基本原理与应用II,张金会,,"06212201,06212202","4-11周 星期一 3-5节 理教楼206,4-11周 星期五 3-5节 理教楼206",72,11,星期五,2022级,自动化（徐特立英才班）,4,1,否,105063181,01,自动化学院,6120160125,良乡校区,,,20242025110506318101,专业课,,本科生,必修,157
48,3,控制科学基本原理与应用II,张元,,"06212203,2022级-未来精工技术-自主智能导航控制与决策方向01班","4-11周 星期一 3-5节 理教楼409,4-11周 星期五 3-5节 理教楼409",51,11,星期五,2022级,"自动化（徐特立英才班）, 未来精工技术",4,1,否,105063181,02,自动化学院,6120220022,良乡校区,,,20242025110506318102,专业课,,本科生,必修,98
32,1,MATLAB在自动化工程中的应用,潘峰,,,10-20周 星期三 11-13节 文萃楼I304,70,20,星期三,,,10,3,是,99901062,01,自动化学院,6120104127,良乡校区,实践训练通识课-科技实践,,2024202519990106201,校公选课,,本科生,校公选课,100
32,2,俄罗斯经典艺术作品赏析（中俄双语）,姜明,,,4-14周 星期四 11-13节 文萃楼I204,70,14,星期四,,,4,4,是,99911254,01,自动化学院,6120103350,良乡校区,文化素质通识课-文学与艺术,,2024202519991125401,校公选课,,本科生,选修,100
48,3,C语言程序设计,冯冲,,"30012401,30012402,30012403,30012404",4-19周 星期二 8-10节 综教A502,120,19,星期二,2024级,徐特立英才班,4,2,否,100070006,01,计算机学院,6120104752,良乡校区,,,20242025110007000601,公共基础课程,,本科生,必修,182
48,3,C语言程序设计,周天飞,,"30012405,30012406,30012407,30012408",4-19周 星期二 8-10节 理教楼404,120,19,星期二,2024级,徐特立英才班,4,2,否,100070006,02,计算机学院,6120230123,良乡校区,,,20242025110007000602,公共基础课程,,本科生,必修,184
48,3,C语言程序设计,王瑀屏,,"30012409,30012410,30012411,30012412",4-19周 星期二 8-10节 理教楼205,120,19,星期二,2024级,徐特立英才班,4,2,否,100070006,03,计算机学院,6120230004,良乡校区,,,20242025110007000603,公共基础课程,,本科生,必修,184
48,3,C语言程序设计,徐帆,,"30512401,30512402,30512403,30512404",4-19周 星期二 8-10节 文萃楼F602,80,19,星期二,2024级,未来精工技术,4,2,否,100070006,04,计算机学院,6120220008,良乡校区,,,20242025110007000604,公共基础课程,,本科生,必修,121
48,3,C语言程序设计,李仲君,,"30512405,30512406,30512407,30512408",4-19周 星期五 8-10节 文萃楼I202,80,19,星期五,2024级,未来精工技术,4,5,否,100070006,05,计算机学院,6120102357,良乡校区,,,20242025110007000605,公共基础课程,,本科生,必修,100
48,3,C语言程序设计,史树敏,,"02192401,30622401,30632401,30652401,30662401",4-19周 星期二 8-10节 综教A504,120,19,星期二,2024级,"协和医班, 智能无人系统技术（强基班）, 智能装备技术特色班, 物质科学与新材料班, 智能动力与新能源班",4,2,否,100070006,06,计算机学院,6120104694,良乡校区,,,20242025110007000606,公共基础课程,,本科生,必修,161
48,3,C语言程序设计,余月,,"30012413,30012414,30012415,30012416",4-19周 星期二 8-10节 理教楼402,120,19,星期二,2024级,徐特立英才班,4,2,否,100070006,07,计算机学院,6120140005,良乡校区,,,20242025110007000607,公共基础课程,,本科生,必修,262
48,3,C语言程序设计,赵三元,,"30012417,30012418,30012419,30012420",4-19周 星期二 8-10节 理教楼201,120,19,星期二,2024级,徐特立英才班,4,2,否,100070006,08,计算机学院,6120120014,良乡校区,,,20242025110007000608,公共基础课程,,本科生,必修,204
48,3,Python语言程序设计,"宋红,付天宇",,"25112311,25142301,25422301,25422302,25432301,25432302",4-19周 星期二 3-5节 理教楼408,80,19,星期二,2023级,"工业设计, 产品设计, 产品设计（留学生）, 工业设计（留学生）",4,2,否,100070010,01,计算机学院,"6120103888,6120220012",良乡校区,,,20242025110007001001,公共基础课程,,本科生,必修,98
48,3,C语言程序设计基础,刘华,,"10042301,10062301,10082301,10322301",4-19周 星期三 8-10节 文萃楼G221,65,19,星期三,2023级,"化学（强基班）, 应用化学-机械工程, 化学类-化学菁英班（徐特立英才班）, 化学类-化学菁英班",4,3,否,100070017,01,计算机学院,6120103592,良乡校区,,,20242025110007001701,公共基础课程,,本科生,必修,78
48,3,C语言程序设计基础,刘华,,"10322302,18112301,18412301",4-19周 星期三 3-5节 文萃楼I304,80,19,星期三,2023级,"化学（强基班）, 应用物理学, 量子信息科学",4,3,否,100070017,02,计算机学院,6120103592,良乡校区,,,20242025110007001702,公共基础课程,,本科生,必修,100
32,1,Python语言程序设计,"唐明湘,嵩天",,"07122301,07152301,07152302,07832301",4-14周 星期二 3-5节 文萃楼F404,100,14,星期二,2023级,"物联网工程, 数据科学与大数据技术, 数据科学与大数据技术（留学生）",4,2,否,100070019,02,计算机学院,"6120104342,6120104493",良乡校区,,,20242025110007001902,专业课,,本科生,选修,121
32,1,Python语言程序设计,吴昊,,"07162301,07162302,07842301,16312301,16322301,23122301,43122201",4-14周 星期五 8-10节 理教楼307,120,14,星期五,"2022级, 2023级","法学-人工智能, 人工智能, 生物技术-人工智能, 生物技术-人工智能（徐特立英才班）, 人工智能（留学生）, 人工智能-工商管理",4,5,否,100070019,03,计算机学院,6120104448,良乡校区,,,20242025110007001903,专业课,,本科生,选修,157
32,1,Python语言程序设计,罗迪新,,"06912101,07912301,86132301",4-14周 星期四 3-5节 综教A103,150,14,星期四,"2021级, 2023级","自动化（全英文教学专业）, 数据科学与大数据技术（全英文教学专业）, 计算机科学与技术（留学生全英文）",4,4,否,100070019,04,计算机学院,6120200169,良乡校区,,,20242025110007001904,专业课,,本科生,必修,172
32,1,Java语言程序设计,颜珂,,"07122301,07162301,07162302,07712401,07842301,16312301,16322301,23122301,43122201",4-14周 星期五 11-13节 文萃楼B139,120,14,星期五,"2022级, 2023级, 2024级","物联网工程, 计算机科学与技术（二学位）, 法学-人工智能, 人工智能, 生物技术-人工智能, 生物技术-人工智能（徐特立英才班）, 人工智能（留学生）, 人工智能-工商管理",4,5,否,100070020,01,计算机学院,6120220286,良乡校区,,,20242025110007002001,专业课,,本科生,选修,146
32,2,人工智能与计算科学A,周青,,"03072401,03072402,03072403,03072404",4-14周 星期四 8-10节 文萃楼B228,120,14,星期四,2024级,智能制造与智能车辆精英班,4,4,否,100070024,01,计算机学院,6120101028,良乡校区,,,20242025110007002401,公共基础课程,,本科生,必修,134
32,2,人工智能与计算科学A,周青,,"03072405,03072406,03072407,03072408",4-14周 星期五 8-10节 文萃楼B228,120,14,星期五,2024级,智能制造与智能车辆精英班,4,5,否,100070024,02,计算机学院,6120101028,良乡校区,,,20242025110007002402,公共基础课程,,本科生,必修,134
32,2,人工智能与计算科学A,吴昊,,"03072409,03072410,03072411,03072412",4-14周 星期四 8-10节 理教楼207,120,14,星期四,2024级,智能制造与智能车辆精英班,4,4,否,100070024,03,计算机学院,6120104448,良乡校区,,,20242025110007002403,公共基础课程,,本科生,必修,157
32,2,人工智能与计算科学A,吴昊,,"03072413,03072414,03092401,03152401,03352401",4-14周 星期二 8-10节 文萃楼B228,126,14,星期二,2024级,"智能制造与智能车辆（留学生）, 智能无人系统技术（强基车辆班）, 机械工程-德语, 智能制造与智能车辆精英班",4,2,否,100070024,04,计算机学院,6120104448,良乡校区,,,20242025110007002404,公共基础课程,,本科生,必修,134
32,2,人工智能与计算科学A,付莹,,"30012401,30012402,30012403,30012404",4-14周 星期四 8-10节 综教A503,120,14,星期四,2024级,徐特立英才班,4,4,否,100070024,05,计算机学院,6120160109,良乡校区,,,20242025110007002405,公共基础课程,,本科生,必修,182
32,2,人工智能与计算科学A,潘利源,,"30012405,30012406,30012407,30012408",4-14周 星期四 8-10节 综教A502,120,14,星期四,2024级,徐特立英才班,4,4,否,100070024,06,计算机学院,6120220091,良乡校区,,,20242025110007002406,公共基础课程,,本科生,必修,182
32,2,人工智能与计算科学A,李长升,,"30012409,30012410,30012411,30012412",4-14周 星期四 8-10节 综教A403,120,14,星期四,2024级,徐特立英才班,4,4,否,100070024,07,计算机学院,6120200010,良乡校区,,,20242025110007002407,公共基础课程,,本科生,必修,182
32,2,人工智能与计算科学A,周天飞,,"30512401,30512402,30512403,30512404",4-14周 星期四 8-10节 综教A304,80,14,星期四,2024级,未来精工技术,4,4,否,100070024,08,计算机学院,6120230123,良乡校区,,,20242025110007002408,公共基础课程,,本科生,必修,161
32,2,人工智能与计算科学A,冯恺宇,,"30512405,30512406,30512407,30512408",4-14周 星期三 8-10节 综教A201,80,14,星期三,2024级,未来精工技术,4,3,否,100070024,09,计算机学院,6120220058,良乡校区,,,20242025110007002409,公共基础课程,,本科生,必修,161
32,2,人工智能与计算科学A,钟晓时,,"30622401,30632401,30652401,30662401",4-14周 星期五 3-5节 综教A204,90,14,星期五,2024级,"协和医班, 智能装备技术特色班, 物质科学与新材料班, 智能动力与新能源班",4,5,否,100070024,10,计算机学院,6120200145,良乡校区,,,20242025110007002410,公共基础课程,,本科生,必修,161
32,2,人工智能与计算科学A,梁玮,,"02192401,24232401,41012301,41012302,41022401,41032301",4-14周 星期四 8-10节 理教楼107,140,14,星期四,"2023级, 2024级","生物医学工程（徐特立英才班）, 智能无人系统技术（强基班）, 德语-机械工程, 生物医学工程（医工融合）, 生物医学工程",4,4,否,100070024,11,计算机学院,6120104142,良乡校区,,,20242025110007002411,公共基础课程,,本科生,必修,157
32,2,人工智能与计算科学A,陈宇峰,,"63012401,63012402,63012403,63012404,63012419",4-14周 星期一 8-10节 综教A101,136,14,星期一,2024级,信息科学技术,4,1,否,100070024,12,计算机学院,6120104652,良乡校区,,,20242025110007002412,公共基础课程,,本科生,必修,150
32,2,人工智能与计算科学A,陈宇峰,,"63012405,63012406,63012408,63012411,63012420",4-14周 星期四 8-10节 理教楼308,136,14,星期四,2024级,信息科学技术,4,4,否,100070024,13,计算机学院,6120104652,良乡校区,,,20242025110007002413,公共基础课程,,本科生,必修,157
32,2,人工智能与计算科学A,"孟春,薛静锋",,"63012407,63012409,63012410,63012412",4-14周 星期五 8-10节 文萃楼M125,120,14,星期五,2024级,信息科学技术,4,5,否,100070024,14,计算机学院,"6120103359,6120103556",良乡校区,,,20242025110007002414,公共基础课程,,本科生,必修,134
32,2,人工智能与计算科学A,李冬妮,,"63012413,63012414,63012415,63012416",4-14周 星期五 8-10节 文萃楼B139,123,14,星期五,2024级,信息科学技术,4,5,否,100070024,15,计算机学院,6120104003,良乡校区,,,20242025110007002415,公共基础课程,,本科生,必修,146
32,2,人工智能与计算科学A,刘辉,,"63012417,63012418,63032401,63032402",4-14周 星期二 8-10节 文萃楼H130,132,14,星期二,2024级,"信息科学技术（留学生）, 信息科学技术",4,2,否,100070024,16,计算机学院,6120104564,良乡校区,,,20242025110007002416,公共基础课程,,本科生,必修,148
32,2,人工智能与计算科学A,毛先领,,"30012413,30012414,30012415,30012416",4-14周 星期四 8-10节 综教A202,120,14,星期四,2024级,徐特立英才班,4,4,否,100070024,17,计算机学院,6120130049,良乡校区,,,20242025110007002417,公共基础课程,,本科生,必修,181
32,2,人工智能与计算科学A,刘金艳,,"30012417,30012418,30012419,30012420",4-14周 星期四 8-10节 综教A402,120,14,星期四,2024级,徐特立英才班,4,4,否,100070024,18,计算机学院,6120200166,良乡校区,,,20242025110007002418,公共基础课程,,本科生,必修,182
32,2,人工智能与计算科学B,余月,,"25012401,25012402,25012403,25012404",4-14周 星期二 3-5节 文萃楼F204,110,14,星期二,2024级,设计学类,4,2,否,100070025,01,计算机学院,6120140005,良乡校区,,,20242025110007002501,公共基础课程,,本科生,必修,121
32,2,人工智能与计算科学B,余月,,"25042401,25112411,25142401",4-14周 星期四 3-5节 文萃楼F204,60,14,星期四,2024级,"设计学类（留学生）, 工业设计, 工业设计（留学生）",4,4,否,100070025,02,计算机学院,6120140005,良乡校区,,,20242025110007002502,公共基础课程,,本科生,必修,121
32,2,人工智能与计算科学B,王文明,,"43222401,43222402,43222403,43222404,43222405",4-14周 星期二 3-5节 理教楼105,130,14,星期二,2024级,会计学（中外合作办学）,4,2,否,100070025,03,计算机学院,6120101009,良乡校区,,,20242025110007002503,公共基础课程,,本科生,必修,151
32,2,人工智能与计算科学B,王文明,,"61112401,61112402,61122401,61222401",4-14周 星期二 8-10节 综教B402,93,14,星期二,2024级,"经济管理试验班（留学生）, 经济管理试验班, 社会科学试验班（管理与经济  留学生）",4,2,否,100070025,04,计算机学院,6120101009,良乡校区,,,20242025110007002504,公共基础课程,,本科生,必修,108
32,2,人工智能与计算科学B,李林,,"61212401,61212402,61212403,61212404",4-14周 星期四 3-5节 文萃楼F304,110,14,星期四,2024级,社会科学试验班 （管理与经济）,4,4,否,100070025,05,计算机学院,6120103105,良乡校区,,,20242025110007002505,公共基础课程,,本科生,必修,121
48,3,C++程序设计,李仲君,,"02192401,30012401,30012402,30012403,30012404,30012405,30012406,30012407,30012408,30012409,30012410,30012411,30012412,30012413,30012414,30012415,30012416,30012417,30012418,30012419,30012420,30512401,30512402,30512403,30512404,30512405,30512406,30512407,30512408,30622401,30632401,30652401,30662401",4-19周 星期二 8-10节 综教A301,120,19,星期二,2024级,"协和医班, 智能无人系统技术（强基班）, 徐特立英才班, 未来精工技术, 智能装备技术特色班, 物质科学与新材料班, 智能动力与新能源班",4,2,否,100070027,01,计算机学院,6120102357,良乡校区,,,20242025110007002701,公共基础课程,,本科生,选修,161
56,3.5,数据结构,史树敏,,23122301,"4-17周 星期一 1-2节 文萃楼F403,4-17周 星期三 1-2节 文萃楼F403",31,17,星期三,2023级,法学-人工智能,4,1,否,100071004,01,计算机学院,6120104694,良乡校区,,,20242025110007100401,专业课,,本科生,必修,36
56,3.5,数据结构,汤世平,,"39112301,39112302,39112303","4-17周 星期一 1-2节 文萃楼I401,4-17周 星期三 1-2节 文萃楼I401",60,17,星期三,2023级,电子与计算机工程,4,1,否,100071004,02,计算机学院,6120104291,良乡校区,,,20242025110007100402,大类基础,,本科生,必修,79
48,3,操作系统,王全玉,,"07022201,07022202,2022级-未来精工技术 2022版培养方案-算法与人工智能技术方向01班",4-19周 星期三 3-5节 文萃楼F605,72,19,星期三,2022级,"计算机科学与技术（徐特立英才班）, 未来精工技术",4,3,否,100071007,01,计算机学院,6120103485,良乡校区,,,20242025110007100701,专业课,,本科生,必修,80
48,3,操作系统,陆慧梅,,"07022203,07022204,07122201",4-19周 星期三 3-5节 综教B204,76,19,星期三,2022级,"物联网工程, 计算机科学与技术（徐特立英才班）",4,3,否,100071007,02,计算机学院,6120103743,良乡校区,,,20242025110007100702,专业课,,本科生,必修,93
48,3,操作系统,刘美华,,07032201,4-19周 星期一 8-10节 文萃楼F501,17,19,星期一,2022级,计算机科学拔尖班,4,1,否,100071007,03,计算机学院,6120102988,良乡校区,,,20242025110007100703,专业课,,本科生,必修,80
48,3,操作系统,马锐,,"07112201,07112202,07812201",4-19周 星期三 3-5节 文萃楼I302,80,19,星期三,2022级,"计算机科学与技术, 计算机科学与技术（留学生）",4,3,否,100071007,04,计算机学院,6120101029,良乡校区,,,20242025110007100704,专业课,,本科生,必修,100
48,3,操作系统,马波,,"07112203,07112204,07712401",4-19周 星期三 3-5节 文萃楼I202,86,19,星期三,"2022级, 2024级","计算机科学与技术, 计算机科学与技术（二学位）",4,3,否,100071007,05,计算机学院,6120104225,良乡校区,,,20242025110007100705,专业课,,本科生,必修,100
48,3,操作系统,段春晖,,"07152201,07152202,07832201,16312201,43122201",4-19周 星期二 3-5节 文萃楼F601,66,19,星期二,2022级,"数据科学与大数据技术, 数据科学与大数据技术（留学生）, 生物技术-人工智能, 人工智能-工商管理",4,2,否,100071007,06,计算机学院,6120210048,良乡校区,,,20242025110007100706,专业基础课程,,本科生,必修,80
48,3,操作系统,刘利雄,,"07162201,07162202,07162203,07842201",4-19周 星期一 3-5节 文萃楼I202,84,19,星期一,2022级,"人工智能, 人工智能（留学生）",4,1,否,100071007,07,计算机学院,6120103229,良乡校区,,,20242025110007100707,专业课,,本科生,必修,100
48,3,操作系统,翟岩龙,,"07912201,86132201",4-19周 星期三 3-5节 文萃楼F204,100,19,星期三,2022级,"数据科学与大数据技术（全英文教学专业）, 计算机科学与技术（留学生全英文）",4,3,否,100071007,08,计算机学院,6120104814,良乡校区,,,20242025110007100708,专业基础课程,,本科生,必修,121
80,5,数据结构与算法设计,赵康菲,,"07022301,07022302,07022303,07812301","4-19周 星期二 8-10节 理教楼106,4-19周 星期四 6-7节 理教楼106",120,19,星期四,2023级,"计算机科学与技术（徐特立英才班）, 计算机科学与技术（留学生）",4,2,否,100071015,01,计算机学院,6120230016,良乡校区,,,20242025110007101501,专业基础课程,,本科生,必修,157
